tiraz,1-number,2-number,3-number,4-number,5-number,6-number,7-number,datetime,jackpot
1838,11,42,6,13,30,33,20,2015-11-01 16:30:00,50000000
1839,10,22,40,1,44,3,9,2015-11-01 18:30:00,50000000
1840,25,16,1,11,48,29,26,2015-11-01 20:30:00,50000000
1841,22,26,41,47,15,31,32,2015-11-01 22:30:00,50000000
1842,44,42,26,18,13,30,16,2015-11-02 12:30:00,50000000
1843,12,31,18,14,20,30,5,2015-11-02 14:30:00,50000000
1844,49,13,47,46,32,28,27,2015-11-02 16:30:00,50000000
1845,17,40,18,3,12,33,8,2015-11-02 18:30:00,50000000
1846,33,2,14,1,38,43,10,2015-11-02 20:30:00,50000000
1847,21,48,34,15,8,41,7,2015-11-02 22:30:00,50000000
1848,18,8,26,4,35,5,7,2015-11-03 12:30:00,50000000
1849,9,41,42,46,39,21,15,2015-11-03 14:30:00,50000000
1850,36,40,47,9,34,49,28,2015-11-03 16:30:00,50000000
1851,36,29,44,8,26,9,42,2015-11-03 18:30:00,50000000
1852,38,40,25,22,31,43,8,2015-11-03 20:30:00,50000000
1853,36,49,17,8,31,19,29,2015-11-03 22:30:00,50000000
1854,11,41,10,33,8,34,40,2015-11-04 12:30:00,50000000
1855,17,10,28,18,34,11,45,2015-11-04 14:30:00,50000000
1856,28,19,44,23,42,15,14,2015-11-04 16:30:00,50000000
1857,2,23,4,10,3,8,48,2015-11-04 18:30:00,50000000
1858,29,28,32,40,3,12,15,2015-11-04 20:30:00,50000000
1859,32,21,39,33,5,30,35,2015-11-04 22:30:00,50000000
1860,13,6,26,18,23,46,20,2015-11-05 12:30:00,50000000
1861,46,36,12,23,7,14,18,2015-11-05 14:30:00,50000000
1862,11,23,35,31,15,39,7,2015-11-05 16:30:00,50000000
1863,14,42,9,33,25,13,43,2015-11-05 18:30:00,50000000
1864,47,3,20,17,46,26,16,2015-11-05 20:30:00,50000000
1865,33,4,32,2,12,45,8,2015-11-05 22:30:00,50000000
1866,32,37,17,16,27,15,47,2015-11-06 12:30:00,50000000
1867,14,17,1,41,6,35,36,2015-11-06 14:30:00,50000000
1868,14,27,1,34,44,26,35,2015-11-06 16:30:00,50000000
1869,29,32,26,19,13,41,49,2015-11-06 18:30:00,50000000
1870,42,24,33,41,10,17,18,2015-11-06 20:30:00,50000000
1871,13,47,46,24,29,44,7,2015-11-06 22:30:00,50000000
1872,10,22,37,47,12,9,1,2015-11-07 12:30:00,50000000
1873,12,31,1,24,43,6,36,2015-11-07 14:30:00,50000000
1874,49,27,40,4,12,41,7,2015-11-07 16:30:00,50000000
1875,47,33,37,40,20,9,29,2015-11-07 18:30:00,50000000
1876,32,18,38,21,37,15,45,2015-11-07 20:30:00,50000000
1877,21,15,10,49,11,32,13,2015-11-07 22:30:00,50000000
1878,27,5,37,13,29,45,23,2015-11-08 12:30:00,50000000
1879,48,40,8,34,13,27,25,2015-11-08 14:30:00,50000000
1880,48,6,1,42,41,14,27,2015-11-08 16:30:00,50000000
1881,45,21,23,9,22,29,1,2015-11-08 18:30:00,50000000
1882,32,24,16,36,35,27,37,2015-11-08 20:30:00,50000000
1883,38,17,44,22,3,37,29,2015-11-08 22:30:00,50000000
1884,31,8,19,34,37,22,27,2015-11-09 12:30:00,30850710
1885,46,25,10,39,16,32,27,2015-11-09 14:30:00,30913156
1886,6,21,40,26,7,22,13,2015-11-09 16:30:00,30945387
1887,25,35,2,11,19,22,5,2015-11-09 18:30:00,30977895
1888,1,18,40,28,6,32,39,2015-11-09 20:30:00,31008232
1889,26,45,36,13,25,23,41,2015-11-09 22:30:00,31036637
1890,23,16,29,14,49,3,39,2015-11-10 12:30:00,31060414
1891,41,16,8,24,33,18,21,2015-11-10 14:30:00,31128612
1892,26,5,42,2,47,25,29,2015-11-10 16:30:00,31165322
1893,1,46,17,33,8,3,36,2015-11-10 18:30:00,31210813
1894,28,24,33,6,15,47,46,2015-11-10 20:30:00,31247558
1895,12,10,19,46,45,13,15,2015-11-10 22:30:00,31283578
1896,12,30,24,8,27,18,28,2015-11-11 12:30:00,31311299
1897,36,44,42,47,12,19,40,2015-11-11 14:30:00,31390579
1898,20,7,38,16,42,44,9,2015-11-11 16:30:00,31433216
1899,10,41,42,49,29,1,20,2015-11-11 18:30:00,31473314
1900,15,31,18,22,30,40,38,2015-11-11 20:30:00,31510442
1901,43,26,33,46,38,18,2,2015-11-11 22:30:00,31542571
1902,9,4,1,29,38,6,40,2015-11-12 12:30:00,31565711
1903,15,4,42,12,47,26,3,2015-11-12 14:30:00,31637951
1904,17,18,30,41,31,13,14,2015-11-12 16:30:00,31681901
1905,33,37,30,10,27,17,16,2015-11-12 18:30:00,31719204
1906,14,3,17,34,20,24,22,2015-11-12 20:30:00,31752846
1907,43,22,18,31,6,32,10,2015-11-12 22:30:00,31784290
1908,43,14,22,28,16,18,26,2015-11-13 12:30:00,31811672
1909,36,17,16,2,6,35,26,2015-11-13 14:30:00,31888935
1910,16,40,43,15,30,5,38,2015-11-13 16:30:00,31931901
1911,41,27,5,21,37,13,49,2015-11-13 18:30:00,31977888
1912,41,16,30,9,36,34,5,2015-11-13 20:30:00,32015063
1913,32,47,14,1,37,7,16,2015-11-13 22:30:00,32047952
1914,15,40,31,49,20,21,9,2015-11-14 12:30:00,32074297
1915,47,17,22,6,12,3,10,2015-11-14 14:30:00,32151635
1916,22,14,41,23,27,13,24,2015-11-14 16:30:00,32191045
1917,13,8,17,26,43,41,38,2015-11-14 18:30:00,32225014
1918,35,12,19,9,29,1,27,2015-11-14 20:30:00,32253622
1919,7,47,36,21,44,40,45,2015-11-14 22:30:00,32279623
1920,43,19,8,1,40,32,41,2015-11-15 12:30:00,32302513
1921,41,32,11,26,29,23,8,2015-11-15 14:30:00,32369035
1922,24,42,45,37,4,26,2,2015-11-15 16:30:00,32405122
1923,7,27,38,17,37,22,23,2015-11-15 18:30:00,32440511
1924,2,5,36,39,41,32,15,2015-11-15 20:30:00,32467085
1925,36,33,21,34,31,28,47,2015-11-15 22:30:00,32496309
1926,27,30,45,5,1,2,26,2015-11-19 22:30:00,32522059
1927,14,13,33,21,29,3,25,2015-11-20 12:30:00,50000000
1928,1,18,44,7,16,3,14,2015-11-20 14:30:00,50000000
1929,13,41,5,28,20,39,48,2015-11-20 16:30:00,50000000
1930,15,21,3,38,35,8,24,2015-11-20 18:30:00,50000000
1931,39,5,40,10,28,37,41,2015-11-20 20:30:00,50000000
1932,37,15,34,32,21,24,18,2015-11-20 22:30:00,50000000
1933,22,40,26,19,1,31,39,2015-11-21 12:30:00,50000000
1934,1,40,14,6,25,8,35,2015-11-21 14:30:00,50000000
1935,43,39,1,32,45,40,46,2015-11-21 16:30:00,50000000
1936,46,18,32,20,27,23,6,2015-11-21 18:30:00,50000000
1937,22,28,40,31,6,9,8,2015-11-21 20:30:00,50000000
1938,37,25,34,49,4,48,19,2015-11-21 22:30:00,50000000
1939,3,18,16,40,37,6,48,2015-11-22 12:30:00,50000000
1940,7,3,22,19,27,37,49,2015-11-22 14:30:00,50000000
1941,3,49,31,27,48,32,22,2015-11-22 16:30:00,50000000
1942,28,15,31,30,18,27,23,2015-11-22 18:30:00,50000000
1943,47,46,34,3,31,35,6,2015-11-22 20:30:00,50000000
1944,38,33,25,13,23,34,45,2015-11-22 22:30:00,50000000
1945,47,24,23,44,48,35,12,2015-11-23 12:30:00,50000000
1946,40,33,24,20,17,46,25,2015-11-23 14:30:00,50000000
1947,17,13,25,16,20,42,39,2015-11-23 16:30:00,50000000
1948,36,45,34,32,26,15,21,2015-11-23 18:30:00,50000000
1949,5,13,3,16,45,2,30,2015-11-23 20:30:00,50000000
1950,39,14,38,8,1,31,42,2015-11-23 22:30:00,50000000
1951,10,39,47,45,36,41,46,2015-11-24 12:30:00,50000000
1952,14,43,25,47,21,31,27,2015-11-24 14:30:00,50000000
1953,6,23,32,46,38,25,30,2015-11-24 16:30:00,50000000
1954,21,40,15,37,5,32,8,2015-11-24 18:30:00,50000000
1955,35,34,17,31,7,2,1,2015-11-24 20:30:00,50000000
1956,41,40,17,10,37,22,13,2015-11-24 22:30:00,50000000
1957,17,3,34,35,33,20,8,2015-11-25 12:30:00,50000000
1958,43,33,6,47,41,26,32,2015-11-25 14:30:00,50000000
1959,39,29,35,17,11,25,30,2015-11-25 16:30:00,50000000
1960,30,42,10,43,7,38,33,2015-11-25 18:30:00,50000000
1961,9,31,4,7,27,44,40,2015-11-25 20:30:00,50000000
1962,25,12,37,16,18,8,47,2015-11-25 22:30:00,50000000
1963,25,38,13,23,12,4,19,2015-11-26 12:30:00,50000000
1964,12,21,29,17,6,44,32,2015-11-26 14:30:00,50000000
1965,33,22,47,18,45,26,3,2015-11-26 16:30:00,50000000
1966,47,28,37,41,13,11,29,2015-11-26 18:30:00,50000000
1967,41,15,37,39,45,33,2,2015-11-26 20:30:00,50000000
1968,5,44,14,30,9,31,8,2015-11-26 22:30:00,50000000
1969,22,45,35,1,38,9,49,2015-11-27 12:30:00,50000000
1970,41,24,47,10,37,39,36,2015-11-27 14:30:00,50000000
1971,25,2,26,29,34,45,8,2015-11-27 16:30:00,50000000
1972,15,18,3,8,49,47,14,2015-11-27 18:30:00,50000000
1973,29,15,20,30,48,36,46,2015-11-27 20:30:00,50000000
1974,24,13,20,9,14,34,26,2015-11-27 22:30:00,50000000
1975,47,32,34,48,23,7,29,2015-11-28 12:30:00,50000000
1976,38,29,43,24,21,17,33,2015-11-28 14:30:00,50000000
1977,17,41,40,33,9,39,27,2015-11-28 16:30:00,50000000
1978,39,27,49,37,34,48,22,2015-11-28 18:30:00,50000000
1979,4,32,38,44,17,1,35,2015-11-28 20:30:00,50000000
1980,1,16,12,18,14,8,26,2015-11-28 22:30:00,50000000
1981,27,47,5,7,19,15,16,2015-11-29 12:30:00,50000000
1982,4,6,7,40,36,35,12,2015-11-29 14:30:00,50000000
1983,43,37,33,29,23,22,38,2015-11-29 16:30:00,50000000
1984,13,6,14,46,44,3,20,2015-11-29 18:30:00,50000000
1985,6,37,12,43,49,46,8,2015-11-29 20:30:00,50000000
1986,31,23,35,14,6,34,11,2015-11-29 22:30:00,50000000
1987,2,36,12,23,24,26,5,2015-11-30 12:30:00,50000000
1988,46,39,40,23,4,36,32,2015-11-30 14:30:00,50000000
1989,40,11,21,24,29,16,28,2015-11-30 16:30:00,50000000
1990,36,42,48,28,44,22,39,2015-11-30 18:30:00,50000000
1991,12,2,33,35,25,19,45,2015-11-30 20:30:00,50000000
1992,46,19,37,34,6,40,24,2015-11-30 22:30:00,50000000
1993,5,11,29,18,42,28,23,2015-12-01 12:30:00,50000000
1994,15,7,43,25,13,22,3,2015-12-01 14:30:00,50000000
1995,31,45,49,22,15,30,8,2015-12-01 16:30:00,50000000
1996,6,1,22,9,27,39,28,2015-12-01 18:30:00,50000000
1997,6,10,21,45,41,42,36,2015-12-01 20:30:00,50000000
1998,32,37,3,14,22,17,44,2015-12-01 22:30:00,50000000
1999,19,32,1,16,12,25,2,2015-12-02 12:30:00,50000000
2000,19,28,49,11,21,29,37,2015-12-02 14:30:00,50000000
2001,2,3,44,43,33,10,28,2015-12-02 16:30:00,50000000
2002,48,25,23,12,44,34,4,2015-12-02 18:30:00,50000000
2003,28,40,24,20,14,26,48,2015-12-02 20:30:00,50000000
2004,24,39,42,13,19,41,43,2015-12-02 22:30:00,50000000
2005,45,35,6,44,4,49,47,2015-12-03 12:30:00,50000000
2006,2,11,10,32,42,40,1,2015-12-03 14:30:00,50000000
2007,27,36,33,41,7,43,19,2015-12-03 16:30:00,50000000
2008,48,45,49,21,12,35,14,2015-12-03 18:30:00,50000000
2009,2,41,34,26,17,20,22,2015-12-03 20:30:00,50000000
2010,18,12,43,27,42,15,25,2015-12-03 22:30:00,50000000
2011,4,43,35,36,22,25,49,2015-12-04 12:30:00,50000000
2012,8,45,17,28,1,3,2,2015-12-04 14:30:00,50000000
2013,44,23,21,36,28,43,17,2015-12-04 16:30:00,50000000
2014,33,39,18,49,30,28,10,2015-12-04 18:30:00,50000000
2015,4,17,35,36,29,34,33,2015-12-04 20:30:00,50000000
2016,43,18,35,24,15,21,7,2015-12-04 22:30:00,50000000
2017,37,23,38,1,48,35,34,2015-12-05 12:30:00,50000000
2018,26,39,34,6,19,24,18,2015-12-05 14:30:00,50000000
2019,13,44,42,14,22,45,20,2015-12-05 16:30:00,50000000
2020,49,40,4,33,32,10,48,2015-12-05 18:30:00,50000000
2021,17,28,29,3,48,19,34,2015-12-05 20:30:00,50000000
2022,13,20,39,7,30,41,2,2015-12-05 22:30:00,50000000
2023,6,37,48,46,40,12,38,2015-12-06 12:30:00,50000000
2024,11,49,18,14,45,22,17,2015-12-06 14:30:00,50000000
2025,30,43,25,17,9,36,31,2015-12-06 16:30:00,50000000
2026,18,33,44,7,37,31,8,2015-12-06 18:30:00,50000000
2027,13,4,6,7,23,44,49,2015-12-06 20:30:00,50000000
2028,42,48,15,34,4,43,11,2015-12-06 22:30:00,50000000
2029,19,9,46,10,34,6,49,2015-12-07 12:30:00,50000000
2030,26,44,17,23,22,47,19,2015-12-07 14:30:00,50000000
2031,42,39,15,11,22,34,6,2015-12-07 16:30:00,50000000
2032,24,25,12,45,37,40,49,2015-12-07 18:30:00,50000000
2033,42,18,1,25,12,4,19,2015-12-07 20:30:00,50000000
2034,36,41,28,44,1,25,20,2015-12-07 22:30:00,50000000
2035,26,2,48,39,3,36,49,2015-12-08 12:30:00,50000000
2036,41,21,20,13,27,9,14,2015-12-08 14:30:00,50000000
2037,49,17,46,16,8,33,24,2015-12-08 16:30:00,50000000
2038,44,37,49,35,26,12,11,2015-12-08 18:30:00,50000000
2039,38,37,2,45,43,12,9,2015-12-08 20:30:00,50000000
2040,10,20,9,17,46,42,24,2015-12-08 22:30:00,50000000
2041,2,6,34,35,32,10,7,2015-12-09 12:30:00,50000000
2042,45,32,10,9,17,2,8,2015-12-09 14:30:00,50000000
2043,17,27,22,41,44,11,28,2015-12-09 16:30:00,50000000
2044,40,42,46,48,34,32,36,2015-12-09 18:30:00,50000000
2045,48,5,41,3,46,4,45,2015-12-09 20:30:00,50000000
2046,8,46,48,24,15,19,1,2015-12-09 22:30:00,50000000
2047,1,10,41,30,19,20,34,2015-12-10 12:30:00,50000000
2048,10,27,44,9,34,47,6,2015-12-10 14:30:00,50000000
2049,48,16,19,38,33,24,35,2015-12-10 16:30:00,50000000
2050,39,46,40,32,20,2,33,2015-12-10 18:30:00,50000000
2051,33,37,2,11,9,35,46,2015-12-10 20:30:00,50000000
2052,48,1,14,2,20,8,12,2015-12-10 22:30:00,50000000
2053,7,40,43,32,11,10,5,2015-12-11 12:30:00,50000000
2054,7,43,10,4,33,26,11,2015-12-11 14:30:00,50000000
2055,40,29,45,33,8,11,5,2015-12-11 16:30:00,50000000
2056,17,9,19,38,35,8,23,2015-12-11 18:30:00,50000000
2057,27,14,37,22,18,44,43,2015-12-11 20:30:00,50000000
2058,20,25,46,40,11,21,10,2015-12-11 22:30:00,50000000
2059,23,30,47,9,2,16,18,2015-12-12 12:30:00,50000000
2060,44,31,10,47,28,49,15,2015-12-12 14:30:00,50000000
2061,13,18,3,43,33,23,31,2015-12-12 16:30:00,50000000
2062,14,11,30,48,28,41,44,2015-12-12 18:30:00,50000000
2063,47,18,16,29,38,8,27,2015-12-12 20:30:00,50000000
2064,2,35,39,30,9,15,11,2015-12-12 22:30:00,50000000
2065,45,46,8,29,9,14,26,2015-12-13 12:30:00,50000000
2066,37,3,5,2,17,41,49,2015-12-13 14:30:00,50000000
2067,20,6,28,19,21,10,49,2015-12-13 16:30:00,50000000
2068,45,20,49,35,3,37,2,2015-12-13 18:30:00,50000000
2069,16,48,10,9,20,45,15,2015-12-13 20:30:00,50000000
2070,1,19,43,44,40,12,42,2015-12-13 22:30:00,50000000
2071,33,6,16,4,30,46,22,2015-12-14 12:30:00,50000000
2072,15,9,5,23,47,24,39,2015-12-14 14:30:00,50000000
2073,13,25,49,19,32,37,47,2015-12-14 16:30:00,50000000
2074,43,23,49,26,29,13,9,2015-12-14 18:30:00,50000000
2075,11,32,24,20,45,13,23,2015-12-14 20:30:00,50000000
2076,42,45,38,7,33,29,44,2015-12-14 22:30:00,50000000
2077,7,12,24,25,47,21,29,2015-12-15 12:30:00,50000000
2078,49,9,36,3,16,29,37,2015-12-15 14:30:00,50000000
2079,23,33,1,15,41,32,4,2015-12-15 16:30:00,50000000
2080,23,45,16,7,41,24,33,2015-12-15 18:30:00,50000000
2081,25,49,12,40,39,7,42,2015-12-15 20:30:00,50000000
2082,21,5,22,14,20,25,18,2015-12-15 22:30:00,50000000
2083,29,47,10,15,37,31,23,2015-12-16 12:30:00,50000000
2084,20,43,6,2,1,21,46,2015-12-16 14:30:00,50000000
2085,16,25,35,18,48,39,20,2015-12-16 16:30:00,50000000
2086,4,27,30,24,26,16,32,2015-12-16 18:30:00,50000000
2087,25,1,9,7,29,13,21,2015-12-16 20:30:00,50000000
2088,41,34,30,20,26,28,16,2015-12-16 22:30:00,50000000
2089,14,21,19,8,46,18,37,2015-12-17 12:30:00,50000000
2090,23,14,8,37,47,12,25,2015-12-17 14:30:00,50000000
2091,25,47,22,33,23,9,39,2015-12-17 16:30:00,50000000
2092,40,47,35,9,28,42,24,2015-12-17 18:30:00,50000000
2093,25,32,16,1,41,30,33,2015-12-17 20:30:00,50000000
2094,43,40,34,45,22,9,19,2015-12-17 22:30:00,50000000
2095,40,37,31,34,3,5,48,2015-12-18 12:30:00,50000000
2096,21,26,43,32,47,20,13,2015-12-18 14:30:00,50000000
2097,46,19,2,1,44,49,32,2015-12-18 16:30:00,50000000
2098,44,10,8,23,21,33,32,2015-12-18 18:30:00,50000000
2099,33,46,26,38,39,22,31,2015-12-18 20:30:00,50000000
2100,16,9,24,34,45,22,35,2015-12-18 22:30:00,50000000
2101,48,35,43,27,15,34,25,2015-12-19 12:30:00,50000000
2102,45,14,16,25,40,18,3,2015-12-19 14:30:00,50000000
2103,1,9,3,7,43,32,15,2015-12-19 16:30:00,50000000
2104,31,48,15,17,39,40,3,2015-12-19 18:30:00,50000000
2105,36,5,4,2,6,14,44,2015-12-19 20:30:00,50000000
2106,5,49,22,3,8,15,24,2015-12-19 22:30:00,50000000
2107,19,41,22,12,40,21,47,2015-12-20 12:30:00,50000000
2108,27,1,32,9,14,48,10,2015-12-20 14:30:00,50000000
2109,43,20,6,29,49,21,25,2015-12-20 16:30:00,50000000
2110,28,32,24,30,8,31,13,2015-12-20 18:30:00,50000000
2111,36,6,4,16,44,8,39,2015-12-20 20:30:00,50000000
2112,44,27,11,43,37,6,32,2015-12-20 22:30:00,50000000
2113,39,18,34,47,17,1,3,2015-12-21 12:30:00,50000000
2114,48,40,17,3,29,43,8,2015-12-21 14:30:00,50000000
2115,28,11,25,15,42,29,8,2015-12-21 16:30:00,50000000
2116,33,25,32,28,48,5,19,2015-12-21 18:30:00,50000000
2117,30,16,39,32,9,18,2,2015-12-21 20:30:00,50000000
2118,16,14,32,3,46,47,44,2015-12-21 22:30:00,50000000
2119,46,31,21,25,12,17,40,2015-12-22 12:30:00,50000000
2120,35,49,13,3,39,27,47,2015-12-22 14:30:00,50000000
2121,36,14,32,21,13,31,35,2015-12-22 16:30:00,50000000
2122,16,7,47,49,13,43,15,2015-12-22 18:30:00,50000000
2123,31,36,11,17,22,45,3,2015-12-22 20:30:00,50000000
2124,41,19,1,24,13,16,3,2015-12-22 22:30:00,50000000
2125,20,38,30,34,27,23,47,2015-12-23 12:30:00,50000000
2126,32,8,10,24,31,47,42,2015-12-23 14:30:00,50000000
2127,18,34,43,1,29,38,7,2015-12-23 16:30:00,50000000
2128,33,35,21,7,15,41,12,2015-12-23 18:30:00,50000000
2129,4,34,42,24,19,48,30,2015-12-23 20:30:00,50000000
2130,44,10,22,46,31,33,29,2015-12-23 22:30:00,50000000
2131,9,31,36,32,38,19,16,2015-12-24 12:30:00,50000000
2132,22,9,21,24,45,8,20,2015-12-24 14:30:00,50000000
2133,18,11,12,37,9,21,39,2015-12-24 16:30:00,50000000
2134,36,46,12,2,13,17,6,2015-12-24 18:30:00,50000000
2135,37,33,7,34,27,10,13,2015-12-24 20:30:00,50000000
2136,38,35,21,28,19,20,33,2015-12-24 22:30:00,50000000
2137,13,46,6,1,26,16,8,2015-12-25 12:30:00,50000000
2138,23,38,26,18,36,7,19,2015-12-25 14:30:00,50000000
2139,37,12,23,35,28,38,7,2015-12-25 16:30:00,50000000
2140,41,44,4,9,42,7,1,2015-12-25 18:30:00,50000000
2141,4,19,41,26,47,24,9,2015-12-25 20:30:00,50000000
2142,43,6,27,8,47,9,13,2015-12-25 22:30:00,50000000
2143,48,39,49,25,29,36,17,2015-12-26 12:30:00,50000000
2144,40,5,3,41,49,4,19,2015-12-26 14:30:00,50000000
2145,33,22,39,17,3,5,16,2015-12-26 16:30:00,50000000
2146,42,38,31,23,3,48,45,2015-12-26 18:30:00,50000000
2147,22,1,49,16,31,27,11,2015-12-26 20:30:00,50000000
2148,47,32,37,9,25,22,20,2015-12-26 22:30:00,50000000
2149,5,39,28,8,25,18,46,2015-12-27 12:30:00,50000000
2150,15,4,7,22,17,30,31,2015-12-27 14:30:00,50000000
2151,19,33,46,35,8,41,20,2015-12-27 16:30:00,50000000
2152,16,20,21,48,7,23,5,2015-12-27 18:30:00,50000000
2153,43,22,38,4,17,20,47,2015-12-27 20:30:00,50000000
2154,42,16,34,25,3,22,10,2015-12-27 22:30:00,50000000
2155,40,7,3,34,24,8,44,2015-12-28 12:30:00,50000000
2156,13,45,27,38,30,11,19,2015-12-28 14:30:00,50000000
2157,24,46,27,47,17,29,19,2015-12-28 16:30:00,50000000
2158,45,35,38,24,6,14,29,2015-12-28 18:30:00,50000000
2159,7,41,27,32,18,36,42,2015-12-28 20:30:00,50000000
2160,3,42,47,5,43,34,7,2015-12-28 22:30:00,50000000
2161,45,25,7,5,21,6,4,2015-12-29 12:30:00,50000000
2162,38,3,41,10,34,48,43,2015-12-29 14:30:00,50000000
2163,12,19,17,49,9,38,20,2015-12-29 16:30:00,50000000
2164,11,20,42,27,35,9,40,2015-12-29 18:30:00,50000000
2165,24,27,26,34,20,47,12,2015-12-29 20:30:00,50000000
2166,2,24,35,45,30,1,32,2015-12-29 22:30:00,50000000
2167,7,48,43,46,1,15,40,2015-12-30 12:30:00,50000000
2168,1,5,32,29,8,3,44,2015-12-30 14:30:00,50000000
2169,37,8,24,22,26,16,25,2015-12-30 16:30:00,50000000
2170,2,38,39,23,4,5,34,2015-12-30 18:30:00,50000000
2171,49,43,6,17,7,10,31,2015-12-30 20:30:00,50000000
2172,8,1,22,10,29,23,13,2015-12-30 22:30:00,50000000
2173,21,36,2,37,43,3,8,2015-12-31 12:30:00,50000000
2174,8,7,38,36,44,48,21,2015-12-31 14:30:00,50000000
2175,45,31,34,14,48,49,42,2015-12-31 16:30:00,50000000
2176,41,20,48,14,31,44,23,2015-12-31 18:30:00,50000000
2177,17,20,5,38,33,18,4,2015-12-31 20:30:00,50000000
2178,29,14,10,17,9,35,48,2015-12-31 22:30:00,50000000
2179,15,16,1,18,33,22,40,2016-01-01 12:30:00,50000000
2180,33,34,6,31,1,17,3,2016-01-01 14:30:00,50000000
2181,16,47,13,24,22,33,1,2016-01-01 16:30:00,50000000
2182,25,1,19,18,9,44,8,2016-01-01 18:30:00,50000000
2183,42,43,26,30,41,39,27,2016-01-01 20:30:00,50000000
2184,12,23,18,34,15,8,28,2016-01-01 22:30:00,50000000
2185,6,46,22,35,39,38,49,2016-01-02 12:30:00,50000000
2186,6,47,28,30,24,45,10,2016-01-02 14:30:00,50000000
2187,27,13,17,31,11,9,2,2016-01-02 16:30:00,50000000
2188,38,49,10,11,8,22,5,2016-01-02 18:30:00,50000000
2189,6,8,31,30,36,4,22,2016-01-02 20:30:00,50000000
2190,40,6,29,2,15,14,9,2016-01-02 22:30:00,50000000
2191,20,27,42,30,45,16,19,2016-01-03 12:30:00,50000000
2192,35,22,19,17,46,16,39,2016-01-03 14:30:00,50000000
2193,45,5,28,41,19,35,17,2016-01-03 16:30:00,50000000
2194,5,33,44,23,31,41,49,2016-01-03 18:30:00,50000000
2195,6,20,37,27,47,21,29,2016-01-03 20:30:00,50000000
2196,14,42,39,36,9,3,29,2016-01-03 22:30:00,50000000
2197,12,8,15,7,28,25,32,2016-01-04 12:30:00,50000000
2198,24,46,29,26,15,25,27,2016-01-04 14:30:00,50000000
2199,8,7,23,5,38,31,40,2016-01-04 16:30:00,50000000
2200,2,6,5,17,38,8,14,2016-01-04 18:30:00,50000000
2201,18,14,47,22,23,43,36,2016-01-04 20:30:00,50000000
2202,12,49,33,18,1,16,37,2016-01-04 22:30:00,50000000
2203,8,28,21,29,18,5,9,2016-01-05 12:30:00,50000000
2204,39,20,29,28,38,14,35,2016-01-05 14:30:00,50000000
2205,26,34,40,13,47,43,6,2016-01-05 16:30:00,50000000
2206,13,28,18,3,9,42,49,2016-01-05 18:30:00,50000000
2207,44,42,4,37,30,9,48,2016-01-05 20:30:00,50000000
2208,25,42,30,10,32,39,1,2016-01-05 22:30:00,50000000
2209,36,4,25,10,6,26,42,2016-01-06 12:30:00,50000000
2210,42,29,23,17,20,35,24,2016-01-06 14:30:00,50000000
2211,10,5,29,44,45,1,36,2016-01-06 16:30:00,50000000
2212,40,42,2,45,39,33,20,2016-01-06 18:30:00,50000000
2213,48,8,11,38,37,21,13,2016-01-06 20:30:00,50000000
2214,49,29,17,30,7,31,33,2016-01-06 22:30:00,50000000
2215,20,43,3,5,31,6,32,2016-01-07 12:30:00,50000000
2216,32,39,10,3,41,21,5,2016-01-07 14:30:00,50000000
2217,10,6,23,14,1,30,35,2016-01-07 16:30:00,50000000
2218,2,38,18,22,34,8,29,2016-01-07 18:30:00,50000000
2219,35,47,17,22,24,14,32,2016-01-07 20:30:00,50000000
2220,46,23,13,20,2,18,34,2016-01-07 22:30:00,50000000
2221,40,12,41,31,24,4,45,2016-01-08 12:30:00,50000000
2222,46,23,16,44,49,21,12,2016-01-08 14:30:00,50000000
2223,2,29,41,34,49,26,27,2016-01-08 16:30:00,50000000
2224,34,6,24,41,20,9,39,2016-01-08 18:30:00,50000000
2225,13,41,44,22,6,45,9,2016-01-08 20:30:00,50000000
2226,10,5,3,39,42,19,28,2016-01-08 22:30:00,50000000
2227,46,38,9,12,42,47,17,2016-01-09 12:30:00,50000000
2228,45,7,9,19,2,35,13,2016-01-09 14:30:00,50000000
2229,39,37,34,8,32,28,15,2016-01-09 16:30:00,50000000
2230,32,27,9,45,8,10,37,2016-01-09 18:30:00,50000000
2231,23,17,16,28,10,45,9,2016-01-09 20:30:00,50000000
2232,23,33,46,24,17,3,47,2016-01-09 22:30:00,50000000
2233,32,22,47,44,11,43,38,2016-01-10 12:30:00,50000000
2234,9,32,28,36,34,12,30,2016-01-10 14:30:00,50000000
2235,33,35,40,37,28,25,43,2016-01-10 16:30:00,50000000
2236,20,23,11,37,35,25,10,2016-01-10 18:30:00,50000000
2237,27,46,10,40,34,5,31,2016-01-10 20:30:00,50000000
2238,4,24,11,47,36,21,9,2016-01-10 22:30:00,50000000
2239,30,17,29,20,23,36,45,2016-01-11 12:30:00,50000000
2240,29,26,15,36,7,43,6,2016-01-11 14:30:00,50000000
2241,25,48,7,41,12,19,21,2016-01-11 16:30:00,50000000
2242,38,5,20,18,39,15,36,2016-01-11 18:30:00,50000000
2243,49,3,40,33,8,42,5,2016-01-11 20:30:00,50000000
2244,44,12,47,2,43,41,21,2016-01-11 22:30:00,50000000
2245,28,5,22,1,45,16,41,2016-01-12 12:30:00,50000000
2246,21,29,27,19,5,16,30,2016-01-12 14:30:00,50000000
2247,43,30,7,3,15,12,18,2016-01-12 16:30:00,50000000
